sgRNA target	Number sgRNAs	Locus tag	Gene name	Gene product	Weighted mean fitness at 30% CO2	Weighted mean fitness at 4% CO2	Standard deviation of weighted mean fitness at 30% CO2	Standard deviation of weighted mean fitness at 4% CO2	adjusted p value for 30% CO2	adjusted p value for 4% CO2	Combined score for 30% CO2	Combined score for 4% CO2	Impact score
purL	5	sll1056	purL	phosphoribosylformyl glycinamidine synthetase I I	-1.28467024070124	-3.4447714065515	0.862564139779398	1.77374598821845	0.146923687918804	0.0114799821403657	1.07001235080006	6.68305903847766	1.52742218242169
clpC	5	sll0020	clpC	ATP-dependent Clp protease ATPase subunit	-3.01975106319198	-5.17865524803023	1.47374787949628	2.95350379294853	0.0122270411707067	0.016128529540136	5.77581331272117	9.28224873033458	1.52657578903115
slr1104	5	slr1104	slr1104	hypothetical protein	0.559720797092317	-1.59318259971931	0.355564678263922	1.55985496306337	0.560291610153004	0.891443924977185	0.140817849649357	0.0795093235220709	1.52233259112506
rpl33	5	ssr1398	rpl33	50S ribosomal protein L33	-2.37566755855333	-4.52821091582422	1.57241072499977	1.18499042385338	0.102132247396431	0.00942124926252689	2.35389958145332	9.17366403045738	1.5220780047243
rpl12	5	sll1746	rpl12	50S ribosomal protein L12	-2.73678764859592	-4.88674811866231	1.83076419733763	2.04281838093841	0.0881684801104733	0.00942124926252689	2.88645338513117	9.90002150417015	1.52025162766697
rpl16	5	sll1805	rpl16	50S ribosomal protein L16	-2.48635371359074	-4.63528225239529	0.802121638224706	2.11141697048566	0.00872410061899529	0.00942124926252689	5.1200968197843	9.39057894172234	1.519521942074
slr0915	5	slr0915	slr0915	putative endonuclease [encoded in trnfM-intron: 2791054 - 2791708]	-1.81792195607241	-3.9591203419945	1.47989913593748	1.40249218568728	0.146923687918804	0.00942124926252689	1.51416206599936	8.02074827095288	1.5140558985512
bvdR	5	slr1784	bvdR	biliverdin reductase	-0.823448700121722	-2.96449020795262	0.566079889030576	1.6476967677938	0.698410020881592	0.497647869636685	0.128367037380687	0.898471320785673	1.5139449689891
clpP4	5	sll0534	clpP2	ATP-dependent Clp protease proteolytic subunit 2	-1.47282666848338	-3.5955649009921	1.3365327526226	1.64517859587553	0.190005636036717	0.00942124926252689	1.06225195746508	7.2842243911694	1.50100259889086
slr0554	5	slr0554	slr0554	hypothetical protein	1.15627582658312	-0.964946751721967	0.556005177187701	0.3178633112555	0.0110077977849779	0.0319505320523307	2.2643344390774	1.44309900475402	1.49993086952554
slr0758	5	slr0758	kaiC1	circadian clock protein KaiC homolog	1.70492900246047	-0.413921843982227	0.464927457567093	0.396434593869909	0.00872410061899529	0.156197939506006	3.51092506095966	0.333755406441143	1.49825380184248
sll0146	5	sll0146	natC	Integral membrane protein of the ABC-type;  Nat permease for neutral amino acids	-1.08276043641779	-3.19883266629388	0.9781989587548	2.07196408735396	0.801021337301133	0.539930253869482	0.104330372783393	0.856207027318922	1.49628902322592
slr0606	5	slr0606	slr0606	hypothetical protein	-0.0215590335862013	-2.13438761291783	1.70364441337049	1.19041892361571	0.130921992025113	0.0270681873278269	0.0190363549129159	3.34573972304679	1.49399541593013
rpl4	5	sll1800	rpl4	50S ribosomal protein L4	-2.28339517618187	-4.39267711035135	0.960611040128719	1.85858908351919	0.00980989964232929	0.00942124926252689	4.58582344565804	8.89908724521256	1.49148755908551
sll0268	5	sll0268	sll0268	hypothetical protein	2.14961458050202	0.0411578553115167	1.11207268576728	0.311575816167943	0.0164280793662919	0.386972664061619	3.83580064886382	0.0169701950762531	1.49090404822059
slr1353	5	slr1353	slr1353	hypothetical protein	-1.88442666331556	-3.97983910294573	1.19953926861918	2.28443141933723	0.862463238140476	0.678548525328875	0.12109214056452	0.670280876116264	1.48168034544514
sll1377	5	sll1377	sll1377	probable glycosyltransferase	-3.45334080022529	-5.52610595820814	1.85154989943531	3.62173770868148	0.0122270411707067	0.228418740933118	6.60513113495553	3.54371638925429	1.46566629901688
nusG	5	sll1742	nusG	transcription antitermination protein NusG	-2.51694576164263	-4.57871098747601	1.49196012756227	2.51068882808378	0.0881684801104733	0.0114799821403657	2.65458908279281	8.88296848703277	1.4578881724014
slr1841	5	slr1841	slr1841	probable porin	-4.33381581664479	-6.39458533095248	2.10935951826166	3.25947432902244	0.00903848382619154	0.00942124926252689	8.85790528050033	12.9547361045508	1.45718409802947
psbI	2	sml0001	psbI	photosystem II reaction center PsbI protein	-0.5479875171212	-2.60683187487433	0.364353956947003	0.978121131822284	0.23672765952564	0.127776318499218	0.34290373444299	2.32933365452508	1.4558228067749
tktA	5	sll1070	tktA	transketolase	-3.82462977139567	-5.87896788245739	2.4829950686912	3.20106277440901	0.167042074736508	0.010310564376866	2.97240329417703	11.6798487371759	1.4526364091817
cysT	5	slr1453	cysT	sulfate transport system permease protein	-0.914476184981223	-2.96462042829188	0.603492057671106	2.18423941678184	0.265778382136691	0.773956683279766	0.526263071863647	0.329912878453587	1.44967089685553
aroB	5	slr2130	aroB	3-dehydroquinate synthase	-2.87074540076188	-4.90275806770837	1.96558154396338	2.56854262683583	0.019602630199946	0.116375269737098	4.90233073399316	4.57985898645936	1.43684993625482
dnaB	5	slr0833	dnaB	replicative DNA helicase [Contains: Ssp dnaB in tein]	-1.81750112788048	-3.84929729981743	1.173949419072	1.93981278559436	0.0881684801104733	0.00942124926252689	1.91689416814702	7.7982587026745	1.43669685116549
leuC	5	sll1470	leuC	3-isopropylmalate dehydratase large subunit	-2.67929610303554	-4.71094837569536	1.49112945454516	2.07583838091411	0.0122270411707067	0.00942124926252689	5.12463238750446	9.5438702981864	1.43659509901082
rps14	5	slr0628	rps14	30S ribosomal protein S14	-2.88141463551035	-4.91104630547578	1.93764373715429	2.39440751781104	0.146923687918804	0.00942124926252689	2.39995381701159	9.94924699443983	1.43516631714353
slr0921	5	slr0921	slr0921	hypothetical protein	1.17679527159966	-0.848907538572076	0.321695463912946	0.519874306971895	0.00872410061899529	0.100249315167833	2.42335018333051	0.847989517641619	1.43238819374108
ppa	5	slr1622	ppa	soluble inorganic pyrophosphatase	-1.57213590360346	-3.59460571247077	0.971804456568509	2.02304391048792	0.521743220241387	0.386972664061619	0.444196286459159	1.4821267945362	1.43010211659514
rps15	5	ssl1784	rps15	30S ribosomal protein S15	-3.24480533484431	-5.24341100800771	1.62810957214101	2.87537584297079	0.0110077977849779	0.0114799821403657	6.35430085008516	10.1725256029686	1.41322762441174
slr0729	5	slr0729	slr0729	hypothetical protein	-1.2162602790256	-3.21417500011662	1.1823827753486	2.14865760894085	0.732413180445005	0.325009520625726	0.164491721245917	1.56885140710666	1.41273904751589
rps7	5	sll1097	rps7	30S ribosomal protein S7	-3.95471911253827	-5.9524288516735	1.78481146977213	3.0117224255037	0.00903848382619154	0.00942124926252689	8.08306785334699	12.0589750489824	1.41259410338493
ccsA	5	sll1513	ccsA;  ycf5	c-type cytochrome synthesis protein	-0.350197471679622	-2.34710627501522	1.43524890132955	0.972432845143323	0.91906423382506	0.010310564376866	0.012836185232223	4.66303725591967	1.41202775624971
slr1084	5	slr1084	slr1084	unknown protein	1.0350565237	-0.956045351234189	0.769370856310385	0.609384422548465	1	0.355751015093573	0	0.429124638620488	1.40792163779921
rps12	5	sll1096	rps12	30S ribosomal protein S12	-1.48045551301495	-3.47096958829422	0.897443651200603	1.31529665347507	0.019602630199946	0.00942124926252689	2.5281526393238	7.03180780552276	1.40750600067724
slr0591	5	slr0591	slr0591	ribonucleoside-diphosphate reductase beta chain	-2.33599461870253	-4.32169618948992	1.51484015903428	2.26608158898289	0.0540569593737855	0.0855470903324196	2.96005181170521	4.61468453377373	1.40410304611654
sll1884	5	sll1884	sll1884	hypothetical protein	2.05754676709829	0.0781702306363789	0.395216477278313	0.262869648331002	0.00872410061899529	0.678548525328875	4.23706353653247	0.0131653590313189	1.39963057145376
ssl2667	5	ssl2667	cnfU;  synifU	an assembly factor for iron-sulfur culsters	-0.197310708687907	-2.16988594861966	0.34916085516509	1.54512758220867	0.560291610153004	0.647662559333708	0.0496405884050778	0.409351606103869	1.39482132855642
slr1923	5	slr1923	slr1923	hypothetical protein	-1.56229709542816	-3.53396571419786	1.53222798161825	1.75972279164202	0.892734787732264	0.0114799821403657	0.0769861599282193	6.85610123882891	1.39418025058477
rpl15	5	sll1813	rpl15	50S ribosomal protein L15	-1.66668127649365	-3.63601769844392	0.703515220848527	2.19009998019567	0.0164280793662919	0.0114799821403657	2.97404808276397	7.05408808765525	1.39253113839869
slr0935	5	slr0935	slr0935	hypothetical protein	-1.0254095598783	-2.99316020057862	0.549682914307941	1.73906139740718	0.146923687918804	0.461056965216689	0.854072009249105	1.00643638685457	1.39140982172337
gmk	5	slr1123	gmk	guanylate kinase	-3.37060803257551	-5.33314326753433	1.92067382275095	3.22132604768258	0.102132247396431	0.135288050494858	3.33972352678595	4.63311787611655	1.38772197295691
sll1365	5	sll1365	sll1365	unknown protein	0.186122742910196	-1.76483990789927	0.506489537924449	1.3057690863938	1	0.228418740933118	0	1.13173582868841	1.37953892022905
slr0116	5	slr0116	pcyA	phycocyanobilin:ferredoxin oxidoreductase	-1.48909982303353	-3.43152624651765	1.07307224775851	1.95959148415755	0.212427160885994	0.0226205492561523	1.00185140330406	5.64656564324023	1.37350289600155
slr0947	5	slr0947	rpaB;  ycf27	response regulator for energy transfer from phy cobilisomes to photosystems	-0.56930524986084	-2.50953653374102	2.04937568497018	1.24913794680848	0.801021337301133	0.00942124926252689	0.0548559283732513	5.08404874698916	1.37195069790196
slr1540	5	slr1540	slr1540	mRNA-binding protein	-0.762814085786968	-2.69904651334197	0.437752387279436	1.6151374642064	0.102132247396431	0.116375269737098	0.755824505325176	2.52128541900068	1.36912307947744
thrS	5	sll0078	thrS	threonyl-tRNA synthetase	-5.67555742034157	-7.60952211538777	3.02439505671531	3.8760751744156	0.00980989964232929	0.00942124926252689	11.3984230836913	15.4160662161198	1.36751955044254
slr1285	5	slr1285	hik34	two-component sensor histidine kinase	1.42753340640486	-0.506139313013055	1.31748056130169	0.635920425589312	0.594324564040631	0.891443924977185	0.322588745195176	0.025259373528611	1.36731309249584
slr1990	5	slr1990	slr1990	hypothetical protein	-0.331925232453069	-2.25196304470902	0.578721267585248	1.28363348293858	0.91906423382506	0.0319505320523307	0.0121664321178028	3.36786006353518	1.35767175718077
sll1511	5	sll1511	sll1511	unknown protein	1.26627825710533	-0.648889813325092	1.14649432640138	0.720325834195664	0.91906423382506	0.952507446680345	0.046414333563809	0.0137120931745908	1.3542283297133
slr1790	5	slr1790	slr1790	hypothetical protein	-1.33867567347733	-3.25378178249636	0.432253189609986	1.68932834879274	0.0122270411707067	0.010310564376866	2.56045634705843	6.46434540946165	1.35418451637914
slr1796	5	slr1796	slr1796	hypothetical protein	-1.02971737555971	-2.94257024267821	0.863131441063515	1.60165274134014	0.48928840640055	0.0134408636598083	0.319660390346776	5.50723449961582	1.35259123375162
dnaE2	5	slr0603	dnaE	DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]	-0.522621565116693	-2.43528165123223	0.628673383163359	1.37443370144172	0.317804804672139	0.0381550422491474	0.260181680240522	3.45432053670087	1.35245491699714
atpC	5	sll1327	atpC	ATP synthase gamma chain	-2.93040016962122	-4.8383196414788	0.370987663813516	1.06101543391062	0.00872410061899529	0.00942124926252689	6.03451251009037	9.80191066360932	1.34910279650835
hisD	5	slr0682	hisD	histidinol dehydrogenase	0.248661049404054	-1.65242615883845	0.426000116709142	1.21609209385177	0.91906423382506	0.497647869636685	0.00911445555240752	0.500813768738247	1.34427165657528
slr0050	5	slr0050	ycf56	hypothetical protein YCF56	-3.16900739882087	-5.06964568919282	1.91299142869275	2.8956201657459	0.0641744396408226	0.100249315167833	3.77947837617244	5.0641633007804	1.34395422370481
sll1389	5	sll1389	sll1389	hypothetical protein	1.58630510697445	-0.311275548141143	0.906329335292245	0.368651279260766	0.317804804672139	0.678548525328875	0.78972540678565	0.052424744248376	1.34179214908065
fhuA	5	sll1406	fhuA	ferrichrome-iron receptor	1.23075003406379	-0.664806255766253	1.20384817104263	0.818663246810806	0.945895107585028	0.952507446680345	0.029731254185268	0.0140484333933451	1.34036070665964
sll0418	5	sll0418	sll0418	2-methyl-6-phytylbenzoquinone methyltransferase	0.542376412355795	-1.35188472619972	0.353291288115337	0.943751895126862	0.96476911582635	0.613832048322259	0.00844838455190224	0.286532563480793	1.33944489641075
nusB	5	sll0271	nusB	N utilization substance protein B homolog	0.53016464555789	-1.35413598111581	0.290037240733781	1.01348960047051	0.48928840640055	0.424519521785774	0.164581701318751	0.503877158676485	1.33240175091504
thrB	5	sll1760	thrB	homoserine kinase	-1.29552534190932	-3.17764026608439	0.741590047038202	1.60457704004025	0.146923687918804	0.0189548347205997	1.07905365338016	5.47278627147901	1.3308562258566
serA	5	sll1908	serA	D-3-phosphoglycerate dehydrogenase	-2.24140140576936	-4.11985667017532	0.578977042938431	1.2966280399983	0.00872410061899529	0.00942124926252689	4.61567159443541	8.34638263287435	1.32826845561703
dapF	5	slr1665	dapF	diaminopimelate epimerase	-1.1754122553634	-3.04330234259105	0.797146114931136	1.79339304032769	0.287103864635769	0.497647869636685	0.63702755611211	0.922357533164642	1.3207977471898
hisF	5	sll1893	hisF	cyclase	-3.2839265384809	-5.15146407878043	2.03436027637263	2.94420859063408	0.146923687918804	0.00942124926252689	2.73520927314127	10.4363073192008	1.32054845886624
crtE	5	slr0739	crtE	geranylgeranyl pyrophosphate synthase	-2.60145985055718	-4.46841321100909	1.6955219434973	2.35311718510155	0.130921992025113	0.0114799821403657	2.29705625759608	8.66898431654781	1.32013538133455
ssr1768	4	ssr1768	ssr1768	unknown protein	-4.14655793366737	-6.01161838676788	2.17773343604526	3.03548005059396	0.0150824621816477	0.0207484029949333	7.55307036379548	10.1176458749177	1.31879689371022
gmhA	5	sll0083	gmhA	phosphoheptose isomerase	-2.56165116454841	-4.42485670966393	0.765553729755555	2.01330429110315	0.00872410061899529	0.00942124926252689	5.2751553044556	8.96427962211726	1.31748527569556
slr0779	5	slr0779	slr0779	hypothetical protein	-2.12730101044935	-3.98943849285027	1.39353913014063	2.57466688065481	0.665258648332501	0.891443924977185	0.376552426370936	0.199096798982941	1.31673004130734
trxA2	5	sll1980	trxA	thiol:disulfide interchange protein TrxA	0.703179303834163	-1.15819788354334	0.453854550809664	0.320296046438699	0.130921992025113	0.0189548347205997	0.620898461968716	1.99474104868475	1.31619243154058
ycf47	5	ssr3307	secG;  ycf47	preprotein translocase SecG subunit	-1.27342941112645	-3.13380813677277	0.968309926496744	1.84655194129426	0.287103864635769	0.0533890217087219	0.69014902809599	3.9879213928061	1.3154864124797
slr0341	5	slr0341	slr0341	unknown protein	0.736288011440046	-1.12091667490976	0.409211091648572	1.06585939151227	0.317804804672139	0.952507446680345	0.366553285864984	0.0236867856016331	1.31324202776939
rfbP	5	sll1535	rfbP	putative sugar transferase	-4.03513194896667	-5.88843153154999	2.39694114308824	4.1660140340587	0.116351752425167	0.17662761241048	3.76972950269704	4.4336438909671	1.31048070241486
ssr2016	5	ssr2016	ssr2016	hypothetical protein	-0.00976457892667731	-1.8412429547969	0.145385520289945	1.17041485779669	0.770897234545621	0.17662761241048	0.00110343171464003	1.38634805118854	1.29505077917436
rbcS	5	slr0012	rbcS	ribulose bisphosphate carboxylase small subunit	-3.18655298202108	-5.01404530326538	1.46773819166902	2.23328701527444	0.00903848382619154	0.00942124926252689	6.51300970789549	10.157911789159	1.29223221291819
rps20	5	ssl2233	rps20	30S ribosomal protein S20	-3.15946549462829	-4.9847509752715	2.02827971434557	2.46946035737022	0.0164280793662919	0.00942124926252689	5.63779195781587	10.0985646589106	1.29067174096416
pykF	5	sll1275	pykF	pyruvate kinase 2	-2.55585596257845	-4.3803111597561	0.911844628802878	1.559292376644	0.00903848382619154	0.00942124926252689	5.22392528546569	8.87403517094156	1.29008464189536
dgt	5	sll0398	dgt	deoxyguanosinetriphosphate triphosphohydrolase	-2.45146852735008	-4.27567549051391	1.49660691429873	2.34422588115394	0.665258648332501	0.290576508746449	0.4339331470306	2.29492391874949	1.28990911394086
rps3	5	sll1804	rps3	30S ribosomal protein S3	-2.8719297217937	-4.69510402023903	1.38111310056447	2.33584712719481	0.00980989964232929	0.00942124926252689	5.76779822864737	9.51177135305387	1.28917890971572
cyp2	5	slr0574	cyp	cytochrome P450	0.151732900254531	-1.67081669240272	0.902640283907306	1.77512005140086	0.594324564040631	0.891443924977185	0.0342880423521606	0.0833837282466736	1.28873717601672
sll1652	5	sll1652	sll1652	hypothetical protein	-2.91061421462255	-4.72515472279782	1.57504587461124	2.85637888879647	0.317804804672139	0.325009520625726	1.44901884544958	2.30636652807924	1.28307389806841
slr0114	5	slr0114	slr0114	putative PP2C-type protein phosphatase	-0.791659513728405	-2.60557903674305	0.934170837594429	1.78398930626214	0.892734787732264	0.678548525328875	0.0390110345279034	0.438829247706429	1.28263479525032
rps11	5	sll1817	rps11	30S ribosomal protein S11	-3.01487789473333	-4.81956039189117	2.08485997967071	2.71423082468954	0.48928840640055	0.0319505320523307	0.935923844301919	7.2077581405176	1.27610323162898
