chr	start	end	strand	type	gene	name	product	locus	CO2_30percent	CO2_4percent
NC_000911.1	153165	153419	+	non-coding	NCR0075	rnpB	rnpB	ncr0075	-2.9472267053565435	-3.9252395212814246
NC_000911.1	153622	153996	+	protein-coding	SGL_RS02580	slr0249	DUF1818 family protein	slr0249	-0.03412805997082877	-0.08928549505500889
NC_000911.1	154143	154679	+	protein-coding	SGL_RS02585	slr0250	LptA/OstA family protein	slr0250	-2.6588083229748407	-2.6014622843710704
NC_000911.1	154703	155461	+	protein-coding	SGL_RS02590	lptB	LPS export ABC transporter ATP-binding protein	slr0251	-2.602273894358996	-2.0796975529973065
NC_000911.1	155473	156258	+	protein-coding	SGL_RS02595	cobK/cbiJ	precorrin-6A reductase	slr0252	-0.08702184673970283	-0.34055575668018917
NC_000911.1	156391	156651	+	protein-coding	SGL_RS02600	psaK1	photosystem I reaction center subunit PsaK 1	ssr0390	-1.2678765035895303	-1.0239332808486294
NC_000911.1	156741	157013	-	protein-coding	SGL_RS02605	ssl0410	hypothetical protein	ssl0410	0.2833540026212356	0.12979089937863603
NC_000911.1	157050	158615	-	protein-coding	SGL_RS02610	ndhB	ferredoxin-plastoquinone oxidoreductase subunit B	sll0223	-0.2431759084100881	-0.36285695155350256
NC_000911.1	158337	158502	+	non-coding	SLL0223-AS	sll0223-as	SLL0223-AS-RNA	sll0223-as	-1.6057700710500695	-2.4033448633788246
NC_000911.1	158757	159737	-	protein-coding	SGL_RS02615	sll0222	metallophosphoesterase	sll0222	-0.8940382614839215	-0.23472170689534588
NC_000911.1	159812	159961	-	protein-coding	SGL_RS19540	sgl0002	hypothetical protein	sgl0002	0.7569275612839516	-0.2586749109953587
NC_000911.1	160004	160093	-	protein-coding	SGL_RS18655	petN	cytochrome <i>b</i><sub>6</sub><i>f</i> complex subunit PetN	sml0004	-3.150227978332354	-3.548977725808031
NC_000911.1	160094	160137	+	non-coding	SML0004-AS	sml0004-as	SML0004-AS-RNA	sml0004-as	-4.027761867939857	-6.159873688714526
NC_000911.1	160258	161058	+	protein-coding	SGL_RS02620	slr0254	RDD family protein	slr0254	0.5692551652765981	0.283246346130582
NC_000911.1	161088	161642	-	protein-coding	SGL_RS02625	prxQ2	Q-type peroxiredoxin 2	sll0221	0.01455196715789625	-0.47714449255247326
NC_000911.1	161768	163663	-	protein-coding	SGL_RS02630	glmS	glutamine--fructose-6-phosphate transaminase (isomerizing)	sll0220	-2.6550002668362818	-2.939223550605356
NC_000911.1	161768	163663	-	protein-coding	SGL_RS02630	glmS	glutamine--fructose-6-phosphate transaminase (isomerizing)	sll0220	-1.78247192884861	-2.246854830947222
NC_000911.1	164037	165821	-	protein-coding	SGL_RS02635	flv2	diflavin flavoprotein	sll0219	0.361115706690728	-0.04513446559595265
NC_000911.1	165038	165135	+	non-coding	SLL0219-AS	sll0219-as	SLL0219-AS-RNA	sll0219-as	0.363809823987457	0.1842336702647111
NC_000911.1	165871	166389	-	protein-coding	SGL_RS02640	sll0218	photosystem II chaperone	sll0218	-0.13347407073066922	0.01779721956344396
NC_000911.1	166416	168152	-	protein-coding	SGL_RS02645	flv4	diflavin flavoprotein	sll0217	0.1975884748984701	0.11768345089877393
NC_000911.1	166416	168152	-	protein-coding	SGL_RS02645	flv4	diflavin flavoprotein	sll0217	0.8687370918846608	-0.5611628947821327
NC_000911.1	166849	167095	+	non-coding	SLL0217-AS2	sll0217-as2	SLL0217-AS2-RNA	sll0217-as2	0.30687880821135527	0.3366852096701187
NC_000911.1	167538	167755	+	non-coding	SLL0217-AS	sll0217-as	SLL0217-AS-RNA	sll0217-as	-3.3711469638414275	-6.170989907348607
NC_000911.1	168233	168515	+	non-coding	NCR0080	ncr0080	NCR0080-RNA	ncr0080	-0.993450607922196	-0.594643333821788
NC_000911.1	168533	169921	+	protein-coding	SGL_RS02655	ctpB	carboxyl-terminal processing peptidase CtpB	slr0257	-0.7659942039855115	-0.3457580268587902
NC_000911.1	168533	169921	+	protein-coding	SGL_RS02655	ctpB	carboxyl-terminal processing peptidase CtpB	slr0257	-0.4065567602778543	0.26648835015200756
NC_000911.1	169934	170566	-	protein-coding	SGL_RS02660	sll0216	L-threonylcarbamoyladenylate synthase	sll0216	-0.9211270660205282	0.09819527534769906
NC_000911.1	170572	171840	+	protein-coding	SGL_RS02665	larC	nickel pincer cofactor biosynthesis protein LarC	slr1411	-2.6045808952905234	-2.529166903072324
NC_000911.1	171939	172883	-	protein-coding	SGL_RS02670	atpG	ATP synthase F1, &gamma; subunit	sll1327	-2.925375299476179	-4.840379895954052
NC_000911.1	173014	174525	-	non-coding	SLL1326-AS	atpA	ATP synthase F1, &alpha; subunit	sll1326	-1.4331964103530692	-2.224662809130998
NC_000911.1	173865	173994	+	protein-coding	SGL_RS02675	atpA	atpA	sll1326-as	-0.6632545500303627	-2.3171488488881944
NC_000911.1	174586	175143	-	protein-coding	SGL_RS02680	atpH	ATP synthase F1, &delta; subunit	sll1325	-2.2591365504972893	-3.5100740352067747
NC_000911.1	175143	175682	-	protein-coding	SGL_RS02685	atpF	ATP synthase Fo, b subunit	sll1324	-2.306337315005992	-2.828876719300363
NC_000911.1	175708	176139	-	protein-coding	SGL_RS02690	atpF2	ATP synthase Fo, b' subunit	sll1323	-1.8903076403684211	-1.970382839901664
NC_000911.1	176256	176501	-	protein-coding	SGL_RS02695	atpE	ATP synthase Fo, c subunit	ssl2615	-0.921060441270159	-1.578950945285164
NC_000911.1	176693	177523	-	protein-coding	SGL_RS02700	atpB	ATP synthase Fo, a subunit	sll1322	-1.860034763606614	-2.6162848685536657
NC_000911.1	177592	178098	-	protein-coding	SGL_RS02705	atpI	ATP synthase accessory factor AtpI	sll1321	-1.8746717999816933	-3.1506333599019354
NC_000911.1	177856	177974	+	non-coding	SLL1321-AS	sll1321-as	SLL1321-AS-RNA	sll1321-as	0.630013151696001	-0.04246837727251858
NC_000911.1	178185	178245	-	non-coding	SLR1413-AS	slr1413-as	SLR1413-AS-RNA	slr1413-as	-1.827834940418595	-0.3761320389450651
NC_000911.1	178309	179682	+	protein-coding	SGL_RS02710	slr1413	50S ribosome-binding GTPase	slr1413	-1.3044793135813213	-0.00415907881512438
NC_000911.1	179734	181047	+	protein-coding	SGL_RS02715	hik11	HAMP domain-containing sensor histidine kinase	slr1414	-0.9109885325152072	-0.00292766336735185
NC_000911.1	179755	179816	-	non-coding	SLR1414-AS	slr1414-as	SLR1414-AS-RNA	slr1414-as	-0.7440106795129012	-1.0307545454807776
NC_000911.1	181097	182221	+	protein-coding	SGL_RS02720	slr1415	DUF4350 domain-containing protein	slr1415	-1.1974820247411444	-2.272293460359236
NC_000911.1	181097	182221	+	protein-coding	SGL_RS02720	slr1415	DUF4350 domain-containing protein	slr1415	0.451821267218501	-0.0331738352991581
NC_000911.1	181170	181205	-	non-coding	SLR1415-AS	slr1415-as	SLR1415-AS-RNA	slr1415-as	0.30358044332587436	0.30341636298562114
NC_000911.1	182354	183298	+	protein-coding	SGL_RS02725	slr1416	MoxR family ATPase	slr1416	0.6646141388584003	0.22712060217180063
NC_000911.1	182354	183298	+	protein-coding	SGL_RS02725	slr1416	MoxR family ATPase	slr1416	0.8530805188209877	0.03199113952785125
NC_000911.1	183493	183849	+	protein-coding	SGL_RS02730	sufA	iron-sulfur cluster assembly accessory protein SufA	slr1417	0.7418256740436906	0.06722647824464717
NC_000911.1	183935	184924	-	protein-coding	SGL_RS02735	sll1319	DMT family transporter	sll1319	0.0424026953942585	-1.22537254158943
NC_000911.1	184968	185636	-	protein-coding	SGL_RS02740	sll1318	HAS-barrel domain-containing protein	sll1318	0.02531284192341924	-0.12134535678376668
NC_000911.1	185772	186554	-	protein-coding	SGL_RS02745	sltB1	lipid ABC transporter ATP-binding protein	sll1041	0.39557243618284654	0.14303233732540496
NC_000911.1	186054	186152	+	non-coding	SLL1041-AS	sll1041-as	SLL1041-AS-RNA	sll1041-as	0.25919543645936566	0.19540734232987733
NC_000911.1	186601	188892	-	protein-coding	SGL_RS02750	sll1040	mechanosensitive ion channel family protein	sll1040	0.16405772246979036	0.4159856051296931
NC_000911.1	186601	188892	-	protein-coding	SGL_RS02750	sll1040	mechanosensitive ion channel family protein	sll1040	0.15323437344596758	0.1693366983243619
NC_000911.1	189128	189715	+	protein-coding	SGL_RS02755	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	slr1093	-3.0727478713026497	-2.06763469367476
NC_000911.1	189725	189852	+	non-coding	NCR0090	ncr0090	NCR0090-RNA	ncr0090	-1.4342658254246077	-2.3489972682149967
NC_000911.1	190033	190818	+	protein-coding	SGL_RS02765	slr1094	DUF429 domain-containing protein	slr1094	0.12272493342411372	-0.9434166892975422
NC_000911.1	190815	191819	-	protein-coding	SGL_RS02770	sll1039	alpha-E domain-containing protein	sll1039	0.6934610778941444	0.25360125704148245
NC_000911.1	192136	192783	+	protein-coding	SGL_RS02775	slr1095	Uma2 family endonuclease	slr1095	0.13483321701769496	0.3202288949054962
NC_000911.1	192882	194306	+	protein-coding	SGL_RS02780	lpdA	dihydrolipoyl dehydrogenase	slr1096	-2.097812232223954	-3.0599368914170957
NC_000911.1	194310	194801	+	protein-coding	SGL_RS02785	slr1097	CRR6 family NdhI maturation factor	slr1097	-1.4482628126017345	-2.5181998713510665
NC_000911.1	194877	195617	+	protein-coding	SGL_RS02790	slr1098	HEAT repeat domain-containing protein	slr1098	-0.10614837658188828	-0.06315322288874797
NC_000911.1	194877	195617	+	protein-coding	SGL_RS02790	slr1098	HEAT repeat domain-containing protein	slr1098	-0.4441246405009853	-0.02039467083016574
NC_000911.1	195685	196305	+	protein-coding	SGL_RS02795	ubiX	flavin prenyltransferase UbiX	slr1099	0.06585913817138984	-1.0122421049671049
NC_000911.1	196611	196991	+	protein-coding	SGL_RS02800	slr1100	hypothetical protein	slr1100	0.5639089577136897	0.03658744038240514
NC_000911.1	197072	197557	+	protein-coding	SGL_RS02805	slr1101	universal stress protein	slr1101	-0.9521504067653712	-0.5618450436564963
NC_000911.1	197483	197641	-	non-coding	SLR1101-AS	slr1101-as	SLR1101-AS-RNA	slr1101-as	0.21153447788284205	0.04195760079598968
NC_000911.1	197633	200185	+	protein-coding	SGL_RS02810	slr1102	GGDEF and EAL domains-containing protein	slr1102	1.0976295043549071	-1.6578801581972764
NC_000911.1	197762	197824	-	non-coding	SLR1102-AS	slr1102-as	SLR1102-AS-RNA	slr1102-as	0.8752415841186341	0.22807379730789257
NC_000911.1	198819	199396	-	non-coding	SLR1102-AS2	slr1102-as2	SLR1102-AS2-RNA	slr1102-as2	0.34543719859391814	0.23373018962163145
NC_000911.1	200405	202525	+	protein-coding	SGL_RS02815	slr1103	GGDEF and EAL domains-containing protein	slr1103	0.0312325086186018	0.11293053552622968
NC_000911.1	200405	202525	+	protein-coding	SGL_RS02815	slr1103	GGDEF and EAL domains-containing protein	slr1103	0.34660876651463784	0.03591757523912338
NC_000911.1	200770	200839	-	non-coding	SLR1103-AS	slr1103-as	SLR1103-AS-RNA	slr1103-as	0.33244585303858015	0.38706209037228567
NC_000911.1	202554	204395	+	protein-coding	SGL_RS02820	slr1104	GGDEF and EAL domains-containing protein	slr1104	1.2901735319357757	0.07288178606027512
NC_000911.1	202554	204395	+	protein-coding	SGL_RS02820	slr1104	GGDEF and EAL domains-containing protein	slr1104	0.5650066292782301	-1.624591700069131
NC_000911.1	204417	204504	-	non-coding	NCL0050	ncl0050	NCL0050-RNA	ncl0050	-0.0182943261394256	-3.9596477946042272
NC_000911.1	204604	206397	+	protein-coding	SGL_RS02825	bipA	50S ribosomal subunit assembly factor BipA	slr1105	0.6047384701365643	-0.7782937105692731
NC_000911.1	206863	208392	-	protein-coding	SGL_RS02835	sll1037	TAXI family TRAP transporter solute-binding subunit	sll1037	0.2422822972079786	0.17675531783614168
NC_000911.1	206958	207099	+	non-coding	SLL1037-AS	sll1037-as	SLL1037-AS-RNA	sll1037-as	0.6447739000897987	0.2221560164134719
NC_000911.1	208549	209427	-	protein-coding	SGL_RS02840	sll1036	MBL fold metallo-hydrolase	sll1036	1.38767351816231	-0.09530508370664088
NC_000911.1	208549	209427	-	protein-coding	SGL_RS02840	sll1036	MBL fold metallo-hydrolase	sll1036	-2.285156381072478	-0.23752261662884175
NC_000911.1	209527	209826	-	protein-coding	SGL_RS02845	ssl2009	thylakoid membrane protein	ssl2009	1.55168611031059	-0.05633285535298488
NC_000911.1	209896	210546	-	protein-coding	SGL_RS02850	upp	uracil phosphoribosyltransferase	sll1035	1.1651277672680609	-0.2671874728164769
NC_000911.1	210073	210129	+	non-coding	SLL1035-AS	sll1035-as	SLL1035-AS-RNA	sll1035-as	-1.8811316649550396	-0.24054480276130885
NC_000911.1	210781	211629	+	protein-coding	SGL_RS02855	slr1106	SPFH domain-containing protein	slr1106	0.2242112408968071	0.06970688003413883
NC_000911.1	211734	213068	+	protein-coding	SGL_RS02860	slr1107	hypothetical protein	slr1107	-0.3379831510113914	-0.10763991178201895
NC_000911.1	211813	211861	-	non-coding	SLR1107-AS	slr1107-as	SLR1107-AS-RNA	slr1107-as	0.4132861506002666	-0.1991860925011048
NC_000911.1	213031	215037	-	protein-coding	SGL_RS02865	ppm3	protein-serine/protein-tyrosine phosphatase	sll1033	-0.13848610798209526	0.31550672057846424
NC_000911.1	213031	215037	-	protein-coding	SGL_RS02865	ppm3	protein-serine/protein-tyrosine phosphatase	sll1033	-0.32545700165744124	0.09907107257989156
NC_000911.1	214613	214690	+	non-coding	SLL1033-AS	sll1033-as	SLL1033-AS-RNA	sll1033-as	-0.8372974699450405	0.01780816970290347
NC_000911.1	215186	215217	-	non-coding	NCL0060	ncl0060	NCL0060-RNA	ncl0060	0.2403757045639508	0.32650413874253753
NC_000911.1	215504	216229	-	protein-coding	SGL_RS02870	ccmN	carboxysome assembly protein CcmN	sll1032	-0.5175742133897131	-0.02885948587175445
NC_000911.1	215504	216229	-	protein-coding	SGL_RS02870	ccmN	carboxysome assembly protein CcmN	sll1032	0.1377326943598251	0.04784208702901062
NC_000911.1	216264	218273	-	protein-coding	SGL_RS02875	ccmM	carboxysome assembly protein CcmM	sll1031	-1.1587593531445637	-0.3263241027721561
NC_000911.1	218407	218709	-	protein-coding	SGL_RS02880	ccmL	carboxysome pentamer-forming shell protein (BMC-P) CcmL	sll1030	-0.5137546416910684	0.19889820590327068
NC_000911.1	218742	219077	-	protein-coding	SGL_RS02885	ccmK2	carboxysome hexamer-forming shell protein (BMC-H) CcmK2	sll1028	-0.6261718686662118	-0.03500912545826368
NC_000911.1	218856	218973	+	non-coding	SLL1028-AS	sll1028-as	SLL1028-AS-RNA	sll1028-as	-0.534571965164799	0.10538613894153048
NC_000911.1	219206	219517	-	protein-coding	SGL_RS02890	ccmK1	carboxysome hexamer-forming shell protein (BMC-H) CcmK1	sll1029	-0.7329610826952018	0.02330856437654997
NC_000911.1	219884	220152	+	non-coding	SLL1027-AS	sll1027-as	SLL1027-AS-RNA	sll1027-as	0.20205916078945316	0.3214166546795453
NC_000911.1	219979	221463	-	protein-coding	SGL_RS02895	gltD	glutamate synthase small subunit	sll1027	0.4486518016999111	0.20049104613619695
NC_000911.1	221742	223067	+	protein-coding	SGL_RS02900	slr1109	ankyrin repeat domain-containing protein	slr1109	0.3440258407907444	-0.3696134503585772
NC_000911.1	223114	223596	+	protein-coding	SGL_RS02905	slr1110	Tab2/Atab2 family RNA-binding protein	slr1110	0.5039089651001436	-0.5715912689418303
NC_000911.1	223742	224806	+	protein-coding	SGL_RS02910	slr1772	linear amide C-N hydrolase	slr1772	0.01836643417281015	0.13949858102242849
NC_000911.1	224897	226363	-	protein-coding	SGL_RS02915	sll1686	TM0106 family RecB-like putative nuclease	sll1686	0.10433935939385716	-0.38746536712252616
NC_000911.1	226341	226401	+	non-coding	SLL1686-AS	sll1686-as	SLL1686-AS-RNA	sll1686-as	0.2161216145144421	0.18494054859636885
NC_000911.1	226928	227098	+	protein-coding	SGL_RS19550	ssr2972	hypothetical protein	ssr2972	0.02482614939489658	0.2025404549494764
NC_000911.1	227123	227899	+	protein-coding	SGL_RS02920	slr1773	DUF2092 domain-containing protein	slr1773	0.15909095466604034	0.13573396939794313
NC_000911.1	227943	228812	+	protein-coding	SGL_RS02925	slr1774	DUF6515 family protein	slr1774	-0.8438457596178045	0.08971017980579596
NC_000911.1	228866	230566	+	protein-coding	SGL_RS02930	sulP	SulP family inorganic anion transporter	slr1776	-0.714345010767744	-0.16326480167847263
NC_000911.1	229112	229159	-	non-coding	SLR1776-AS	slr1776-as	SLR1776-AS-RNA	slr1776-as	0.21616435075793008	0.17746676171606773
NC_000911.1	229692	229855	-	non-coding	SLR1776-AS2	slr1776-as2	SLR1776-AS2-RNA	slr1776-as2	-1.2866780461039915	-1.5947792716919582
NC_000911.1	230658	231839	-	protein-coding	SGL_RS02935	sll1685	proton extrusion protein PcxA	sll1685	0.13171667465137998	0.19340328383616365
NC_000911.1	231656	231706	+	non-coding	SLL1685-AS	sll1685-as	SLL1685-AS-RNA	sll1685-as	0.5381231369942328	0.14608605545711956
NC_000911.1	232008	234038	+	protein-coding	SGL_RS02940	chlD	magnesium chelatase ATPase subunit D	slr1777	-2.215134421037521	-3.7751861473573745
NC_000911.1	234305	234838	+	protein-coding	SGL_RS02950	slr1778	hypothetical protein	slr1778	-0.8002049573829989	-3.287174262190664
NC_000911.1	234905	236356	-	protein-coding	SGL_RS02955	cad	lysine decarboxylase	sll1683	0.2434718218768082	0.06746189467769656
NC_000911.1	236356	237438	-	protein-coding	SGL_RS02960	ald	alanine dehydrogenase	sll1682	0.39778936278357374	0.17538308724116058
NC_000911.1	237600	238325	+	protein-coding	SGL_RS02965	pdxJ	pyridoxine 5'-phosphate synthase	slr1779	-1.5208054420338313	-1.0636654615616496
NC_000911.1	238344	238745	+	protein-coding	SGL_RS02970	slr1780	magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase auxiliary factor	slr1780	-1.2800347864401334	-2.4144206042894467
NC_000911.1	238804	240198	-	protein-coding	SGL_RS02975	sll1681	transglutaminase domain-containing protein	sll1681	0.1794967105899065	0.05792484666381291
NC_000911.1	239926	240059	+	non-coding	SLL1681-AS	sll1681-as	SLL1681-AS-RNA	sll1681-as	0.28303747094228066	0.08355889253560504
NC_000911.1	240299	240829	-	protein-coding	SGL_RS02980	msrB	peptide-methionine (R)-S-oxide reductase MsrB	sll1680	-1.065500835508146	-0.7521147449148364
NC_000911.1	240863	242047	-	protein-coding	SGL_RS02985	hhoA	heat-shock peptidase HhoA monomer	sll1679	-1.8039325211873736	0.01110647995583809
NC_000911.1	241976	242025	+	non-coding	SLL1679-AS	sll1679-as	SLL1679-AS-RNA	sll1679-as	-0.8447379921915069	0.10414358809345446
NC_000911.1	242384	242476	-	non-coding	SLR1783-AS2	slr1783-as2	SLR1783-AS2-RNA	slr1783-as2	-0.2358678362912134	-0.15032315381059377
NC_000911.1	242399	243094	+	protein-coding	SGL_RS02990	rre1	phosphorylated Rre1 // response regulator Rre1	slr1783	-2.9944366168713703	-4.187849238510763
NC_000911.1	242496	242561	-	non-coding	SLR1783-AS	slr1783-as	SLR1783-AS-RNA	slr1783-as	-0.1974146903963092	0.3576639114537846
NC_000911.1	243158	244144	+	protein-coding	SGL_RS02995	bvdR	biliverdin reductase	slr1784	-0.8235163569461635	-2.9650289823785463
NC_000911.1	244160	244708	-	protein-coding	SGL_RS03000	sll1678	spore maturation protein	sll1678	-1.0242389138158614	0.1172171845068696
NC_000911.1	244783	245394	-	protein-coding	SGL_RS03005	sll1677	nucleoside recognition domain-containing protein	sll1677	-0.5790628130787044	0.4316103180206422
NC_000911.1	244783	245394	-	protein-coding	SGL_RS03005	sll1677	nucleoside recognition domain-containing protein	sll1677	-1.8731904406255595	0.34632787460218034
NC_000911.1	244978	245084	+	non-coding	SLL1677-AS	sll1677-as	SLL1677-AS-RNA	sll1677-as	-2.8661540264600505	-3.8136956382393024
NC_000911.1	245502	247019	-	protein-coding	SGL_RS03010	malQ	4-alpha-glucanotransferase	sll1676	0.18064162032468015	-0.5856019873390564
NC_000911.1	245502	247019	-	protein-coding	SGL_RS03010	malQ	4-alpha-glucanotransferase	sll1676	0.5110236652100351	0.18208731458271848
NC_000911.1	247117	247569	-	protein-coding	SGL_RS03015	sll1675	VOC family protein	sll1675	0.1357339320916946	0.08350794969200753
NC_000911.1	247670	248713	+	protein-coding	SGL_RS03020	thiL	thiamine-phosphate kinase	slr1787	-2.3602125553785767	-2.687701868531788
NC_000911.1	249062	250117	+	protein-coding	SGL_RS03025	slr1788	hypothetical protein	slr1788	0.05323185834937673	0.14713151983160863
NC_000911.1	250160	251641	+	protein-coding	SGL_RS03030	slr1789	hypothetical protein	slr1789	-4.293956525573193	-6.587402737713576
